ID_PUNTO,SITE_NO,REP_NO,VISIT_ID,LON,LAT,OBSERVADOR,OBS_ID,LOCALIDAD_2,FECHA,MES,DIA,ANO,SP_CHECK,ELEV,X,Y,METHOD
FLO02,9,FLO02CDC44474705,2,-78.1154,1.622,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Phaethornis yaruqui,220,153300.1961,179547.2155,Survey
FLO02,9,FLO02CDC44474705,2,-78.1154,1.622,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Celeus loricatus,220,153300.1961,179547.2155,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Ramphastos brevis,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Ramphastos brevis,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Manacus manacus,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Manacus manacus,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Manacus manacus,175,153099.7682,179602.8723,Survey
FLO03,10,FLO03CDC44474725,2,-78.1172,1.6225,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Pteroglossus torquatus,175,153099.7682,179602.8723,Survey
FLO04,11,FLO04CDC44474742,2,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC44474742,2,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Stilpnia larvata,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC44474742,2,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC44474742,2,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC44474742,2,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Thamnophilus atrinucha,175,152899.323,179647.4599,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Thamnophilus atrinucha,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Patagioenas goodsoni,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Dendrocolaptes sanctithomae,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Tachyphonus delatrii,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Tachyphonus delatrii,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Tachyphonus delatrii,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC44474759,2,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Tachyphonus delatrii,175,152698.8091,179647.7694,Survey
FLO06,13,FLO06CDC44474816,2,-78.1225,1.624,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Attila spadiceus,175,152509.6228,179769.8277,Survey
FLO06,13,FLO06CDC44474816,2,-78.1225,1.624,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Ramphastos ambiguus,175,152509.6228,179769.8277,Survey
FLO06,13,FLO06CDC44474816,2,-78.1225,1.624,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,152509.6228,179769.8277,Survey
FLO07,14,FLO07CDC44474840,2,-78.1242,1.6246,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Attila spadiceus,175,152320.3509,179836.5383,Survey
FLO07,14,FLO07CDC44474840,2,-78.1242,1.6246,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Stelgidopteryx ruficollis,175,152320.3509,179836.5383,Survey
FLO07,14,FLO07CDC44474840,2,-78.1242,1.6246,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Pteroglossus torquatus,175,152320.3509,179836.5383,Survey
FLO07,14,FLO07CDC44474840,2,-78.1242,1.6246,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Colonia colonus,175,152320.3509,179836.5383,Survey
FLO05,12,FLO05CDC444741020,4,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Poliocrania exsul,175,152698.8091,179647.7694,Survey
FLO05,12,FLO05CDC444741020,4,-78.1208,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Microcerculus marginatus,175,152698.8091,179647.7694,Survey
FLO04,11,FLO04CDC444741039,4,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Mionectes olivaceus,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC444741039,4,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Patagioenas goodsoni,175,152899.323,179647.4599,Survey
FLO04,11,FLO04CDC444741039,4,-78.119,1.6229,CDC,2,vereda la Florida,10/5/2021,10,5,2021,Malacoptila panamensis,175,152899.323,179647.4599,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tyrannulus elatus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Coereba flaveola,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Myiozetetes cayanensis,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Troglodytes aedon,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Saltator maximus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Elaenia flavogaster,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Troglodytes aedon,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Pygochelidon cyanoleuca,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Pygochelidon cyanoleuca,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Troglodytes aedon,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Myiozetetes cayanensis,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Patagioenas cayennensis,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Patagioenas cayennensis,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Megaceryle torquata,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44475700,3,-78.143,1.6671,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Sporophila corvina,31,150233.4894,184544.4675,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ramphastos brevis,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Myiozetetes cayanensis,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Crotophaga ani,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Crotophaga ani,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Amazilia tzacatl,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44475718,4,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Crotophaga ani,41,150021.588,184389.8278,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Saltator grossus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Streptoprocne zonaris,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ramphocelus flammigerus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ramphocelus flammigerus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC44475738,3,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Stilpnia cyanicollis,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149842.8051,184046.9465,Survey
ER03,4,ER03CDC44475755,3,-78.1465,1.6626,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Trogon chionurus,41,149842.8051,184046.9465,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Patagioenas goodsoni,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Lepidothrix coronata,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,149898.1684,183836.5303,Survey
ER04,5,ER04CDC44475813,3,-78.146,1.6607,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Poliocrania exsul,41,149898.1684,183836.5303,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Poliocrania exsul,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Microcerculus marginatus,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ceratopipra mentalis,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Patagioenas goodsoni,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Lepidothrix coronata,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Poliocrania exsul,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC44475855,3,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Cantorchilus leucopogon,41,150053.9659,183736.6532,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ceratopipra mentalis,41,149753.105,183681.7827,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tachyphonus delatrii,41,149753.105,183681.7827,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,149753.105,183681.7827,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149753.105,183681.7827,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Querula purpurata,41,149753.105,183681.7827,Survey
ER06,7,ER06CDC44475917,3,-78.1473,1.6593,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Phaethornis yaruqui,41,149753.105,183681.7827,Survey
ER05,6,ER05CDC444751000,4,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ceratopipra mentalis,41,150053.9659,183736.6532,Survey
ER05,6,ER05CDC444751000,4,-78.1446,1.6598,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,150053.9659,183736.6532,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Manacus manacus,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Psarocolius wagleri,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thamnophilus atrinucha,41,149921.0657,184223.94,Survey
ER02,3,ER02CDC444751049,4,-78.1458,1.6642,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Tyrannulus elatus,41,149921.0657,184223.94,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Myiozetetes cayanensis,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Coereba flaveola,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Sporophila corvina,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ramphocelus flammigerus,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Thraupis episcopus,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Patagioenas goodsoni,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC444751112,5,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/6/2021,10,6,2021,Ramphocelus flammigerus,41,150021.588,184389.8278,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Tyrannus melancholicus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Myiozetetes cayanensis,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Cyanerpes cyaneus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Ramphocelus flammigerus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis palmarum,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis palmarum,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Saltator maximus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Troglodytes aedon,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis episcopus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Ramphocelus flammigerus,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Thraupis palmarum,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Setophaga petechia,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Volatinia jacarina,31,150233.4894,184544.4675,Survey
ER00,1,ER00CDC44476632,6,-78.143,1.6671,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Cyanerpes caeruleus,31,150233.4894,184544.4675,Survey
ER01,2,ER01CDC44476653,7,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Sporophila funerea,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44476653,7,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Setophaga petechia,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44476653,7,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Myiozetetes cayanensis,41,150021.588,184389.8278,Survey
ER01,2,ER01CDC44476653,7,-78.1449,1.6657,CDC,2,Finca Entre Rios,10/7/2021,10,7,2021,Ramphocelus flammigerus,41,150021.588,184389.8278,Survey
